IBGE;MUNICIPIO;LATITUDE_MUNICIPIO;LONGITUDE_MUNICIPIO;SIGLA_UF;COORDENADORIA REGIONAL DE SAUDE;REGIAO SAUDE;CODIGO MACRORREGIAO SAUDE;MACRORREGIAO SAUDE;CODIGO REGIAO COVID;REGIAO COVID;CNES ESTABELECIMENTO SAUDE;NOME FANTASIA ESTABELECIMENTO SAUDE;LATITUDE_ESTABELECIMENTO;LONGITUDE_ESTABELECIMENTO;DATA INCLUSAO REGISTRO;NUMERO LEITOS UTI ADULTO (SUS  PRIVADO);NUMERO LEITOS CLINICOS ADULTO  (SUS  PRIVADO);NUMERO LEITOS UTI PEDRIATRICO  (SUS  PRIVADO);NUMERO DE RESPIRADORES;NUMERO SUSPEITOS COVID-SRAG EM LEITO UTI ADULTO  (SUS  PRIVADO);NUMERO CONFIRMADOS COVID EM LEITO UTI ADULTO  (SUS  PRIVADO);NUMERO SUSPEITOS COVID-SRAG EM LEITO UTI PEDIATRICO  (SUS  PRIVADO);NUMERO CONFIRMADOS COVID EM LEITO UTI PEDIATRICO  (SUS  PRIVADO);NUMERO SUSPEITOS COVID-SRAG EM LEITO CLINICO ADULTO  (SUS  PRIVADO);NUMERO CONFIRMADOS COVID EM LEITO CLINICO ADULTO  (SUS  PRIVADO);NUMERO SUSPEITOS COVID-SRAG EM LEITO CLINICO PEDIATRICO  (SUS  PRIVADO);NUMERO CONFIRMADOS COVID EM LEITO CLINICO PEDIATRICO  (SUS  PRIVADO);NUMERO PACIENTES ADULTOS SUSPEITOS E CONFIRMADOS UTILIZANDO RESPIRADORES EM UTI;NUMERO PACIENTES ADULTOS INTERNADOS EM LEITOS UTI  (SUS  PRIVADO)
430090;Aratiba;-27.394;-52.3;RS;11 CRS;Região 16 - Alto Uruguai Gaúcho;4304;Norte;13;ERECHIM - R16;2249502;ACHA ARATIBA;-27.4002458;-52.3083046;2020-06-21 08:05:53.0;0;17;0;7;0;0;0;0;0;0;0;0;0;0
430090;Aratiba;-27.394;-52.3;RS;11 CRS;Região 16 - Alto Uruguai Gaúcho;4304;Norte;13;ERECHIM - R16;2249502;ACHA ARATIBA;-27.4002458;-52.3083046;2020-06-22 08:25:06.0;0;17;0;7;0;0;0;0;0;0;0;0;0;0
430090;Aratiba;-27.394;-52.3;RS;11 CRS;Região 16 - Alto Uruguai Gaúcho;4304;Norte;13;ERECHIM - R16;2249502;ACHA ARATIBA;-27.4002458;-52.3083046;2020-06-23 08:14:51.0;0;17;0;7;0;0;0;0;0;0;0;0;0;0
430090;Aratiba;-27.394;-52.3;RS;11 CRS;Região 16 - Alto Uruguai Gaúcho;4304;Norte;13;ERECHIM - R16;2249502;ACHA ARATIBA;-27.4002458;-52.3083046;2020-06-24 08:52:05.0;0;17;0;7;0;0;0;0;0;0;0;0;0;0
430090;Aratiba;-27.394;-52.3;RS;11 CRS;Região 16 - Alto Uruguai Gaúcho;4304;Norte;13;ERECHIM - R16;2249502;ACHA ARATIBA;-27.4002458;-52.3083046;2020-06-25 07:57:43.0;0;17;0;7;0;0;0;0;0;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-11 13:48:46.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-12 15:10:50.0;0;44;0;1;0;0;0;0;2;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-13 12:48:26.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-14 13:23:56.0;0;44;0;1;0;0;0;0;0;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-15 12:42:14.0;0;44;0;1;0;0;0;0;0;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-16 12:12:01.0;0;44;0;1;0;0;0;0;0;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-17 18:31:30.0;0;44;0;1;0;0;0;0;0;0;1;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-18 21:15:23.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-19 00:00:00.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-20 11:29:48.0;0;44;0;1;0;0;0;0;0;1;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-21 12:26:46.0;0;44;0;1;0;0;0;0;0;1;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-22 10:56:34.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-23 11:39:10.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-24 15:25:27.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-11 15:01:37.0;10;137;0;12;0;1;0;0;2;6;0;0;0;4
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-12 12:01:07.0;10;137;0;12;0;1;0;0;2;4;0;0;0;5
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-13 16:42:59.0;10;137;0;12;0;1;0;0;2;4;0;0;1;5
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-14 12:35:55.0;10;137;0;12;0;1;0;0;7;4;0;0;2;5
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-15 12:07:24.0;10;137;0;12;0;1;0;0;7;4;0;0;2;6
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-16 13:57:07.0;10;137;0;12;0;0;0;0;0;0;7;3;2;5
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-17 12:35:31.0;10;137;0;12;0;0;0;0;7;3;0;0;1;5
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-18 12:50:06.0;10;137;0;12;0;0;0;0;5;3;0;0;1;5
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-19 15:27:58.0;10;137;0;12;0;0;0;0;5;5;0;0;1;6
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-20 14:53:18.0;10;137;0;12;0;0;0;0;3;3;0;0;0;5
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-21 12:56:13.0;10;137;0;12;0;0;0;0;3;3;0;0;1;5
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-22 13:14:57.0;10;137;0;12;0;0;0;0;4;3;0;0;0;4
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-23 10:35:26.0;10;137;0;12;0;0;0;0;4;3;0;0;0;4
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-24 12:02:44.0;10;137;0;12;0;0;0;0;5;2;0;0;0;5
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-11 11:31:09.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-12 07:37:42.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-13 09:29:53.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-14 19:39:06.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-15 17:31:22.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-16 08:48:13.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-17 09:03:01.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-18 09:20:34.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-19 09:51:36.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-20 20:57:09.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-21 20:15:55.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-22 16:30:02.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-23 00:00:00.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-24 09:25:12.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-12 10:43:22.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-13 19:41:43.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-14 12:46:07.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-15 09:33:18.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-16 08:46:37.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-17 13:21:07.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-18 08:53:40.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-19 09:02:45.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-20 20:44:56.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-21 10:07:13.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-22 09:05:56.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-23 09:51:36.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-24 08:56:42.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-25 09:11:57.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-11 20:32:07.0;0;5;0;3;0;0;0;0;0;0;1;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-12 14:05:39.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-13 18:16:01.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-14 15:56:39.0;0;5;0;3;0;0;0;0;0;0;1;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-15 13:46:21.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-16 13:46:26.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-17 15:01:16.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-18 13:37:06.0;0;5;0;3;0;0;0;0;1;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-20 11:11:32.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-22 19:19:16.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-23 13:42:03.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
